,gsId,name,type,gradeRange,enrollment,city,state,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,parentRating,districtId,district,districtNCESId,gsRating
88,595,Davis Elementary School,public,PK-5,739,Austin,TX,"5214 Duval Road, 
Austin, TX  78727",(512) 414-2580,(512) 346-7384,http://www.austinisd.org/,480894002775,30.418247,-97.74218,https://www.greatschools.org/texas/austin/595-Davis-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=595&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=595&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/595,5,115,Austin Independent School District,4808940,6
89,539,Dawson Elementary School,public,PK-5,335,Austin,TX,"3001 South 1st Street, 
Austin, TX  78704",(512) 414-2070,(512) 442-5765,http://www.austinisd.org/schools/dawson,480894000312,30.234062,-97.76337,https://www.greatschools.org/texas/austin/539-Dawson-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=539&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=539&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/539,4,115,Austin Independent School District,4808940,6
90,8733,Decker Elementary School,public,K-5,724,Austin,TX,"8500 Decker Lane, 
Austin, TX  78724",(512) 278-4150,(512) 278-4174,des.manorisd.net/,482889008394,30.311619,-97.6169,https://www.greatschools.org/texas/austin/8733-Decker-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8733&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8733&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/8733,4,646,Manor Independent School District,4828890,4
91,5894,Deerpark Middle School,public,6-8,935,Austin,TX,"8849 Anderson Mill Road, 
Austin, TX  78729",(512) 464-6600,(512) 464-6740,schools.roundrockisd.org/deerpark/,483808006606,30.452366,-97.77288,https://www.greatschools.org/texas/austin/5894-Deerpark-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5894&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5894&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5894,4,870,Round Rock Independent School District,4838080,6
92,9931,Delco Primary School,public,PK-2,554,Austin,TX,"12900 Dessau Road, 
Austin, TX  78754",(512) 594-6200,(512) 594-6205,,483483009411,30.397984,-97.64358,https://www.greatschools.org/texas/austin/9931-Delco-Primary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9931&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9931&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9931,4,793,Pflugerville Independent School District,4834830,
93,24678,Dell Children's Medical Center,public,PK-12,3,Austin,TX,"4900 Mueller Boulevard, 
Austin, TX  78723",(512) 324-0000,,,,30.303455,-97.707344,https://www.greatschools.org/texas/austin/24678-Dell-Children's-Medical-Center/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24678&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24678&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/24678,,115,Austin Independent School District,4808940,
94,5413,Dessau Elementary School,public,3-5,508,Austin,TX,"1501 Dessau Ridge Lane, 
Austin, TX  78754",(512) 594-4600,(512) 594-4605,http://www.pfisd.net/Domain/21,483483006463,30.401651,-97.643936,https://www.greatschools.org/texas/austin/5413-Dessau-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5413&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5413&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5413,4,793,Pflugerville Independent School District,4834830,5
95,9473,Dessau Middle School,public,6-8,817,Austin,TX,"12900 Dessau Road, 
Austin, TX  78754",(512) 594-2600,(512) 594-2605,http://www.pfisd.net/Domain/12,483483008942,30.397984,-97.64358,https://www.greatschools.org/texas/austin/9473-Dessau-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9473&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9473&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9473,3,793,Pflugerville Independent School District,4834830,3
96,540,Dobie Middle School,public,6-8,691,Austin,TX,"1200 East Rundberg Lane, 
Austin, TX  78753",(512) 414-3270,(512) 836-8411,http://www.dobiecollegeprep.org/,480894000313,30.35455,-97.679375,https://www.greatschools.org/texas/austin/540-Dobie-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=540&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=540&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/540,3,115,Austin Independent School District,4808940,3
97,541,Doss Elementary School,public,PK-5,919,Austin,TX,"7005 Northledge Drive, 
Austin, TX  78731",(512) 414-2365,(512) 345-0013,https://www.austinisd.org/schools/doss,480894000314,30.356087,-97.76281,https://www.greatschools.org/texas/austin/541-Doss-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=541&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=541&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/541,4,115,Austin Independent School District,4808940,9
98,18848,Eastside Memorial High School,public,9-12,560,Austin,TX,"1012 Arthur Stiles Road, 
Austin, TX  78721",(512) 414-5810,(512) 414-6819,eastsidememorial.org,480894012013,30.257113,-97.68206,https://www.greatschools.org/texas/austin/18848-Eastside-Memorial-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18848&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18848&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/18848,4,115,Austin Independent School District,4808940,2
99,78,Eden Park Academy,charter,PK-5,439,Austin,TX,"6215 Manchaca Road, 
Austin, TX  78745",(512) 358-1800,(512) 842-9308,www.waysideschools.org/epa,480004408055,30.209324,-97.80313,https://www.greatschools.org/texas/austin/78-Eden-Park-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=78&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=78&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/78,4,43,Wayside Schools,4800044,6
100,18843,El Daep,public,K-5,4,Austin,TX,"13414 Broadmeade Avenue, 
Austin, TX  78729",(512) 464-5920,(512) 464-6794,,483808009461,30.470728,-97.78183,https://www.greatschools.org/texas/austin/18843-El-Daep/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18843&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18843&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/18843,,870,Round Rock Independent School District,4838080,
101,19534,Elsa England Elementary School,public,PK-5,803,Austin,TX,"8801 Pearson Ranch Road, 
Austin, TX  78717",(512) 704-1211,(512) 464-5090,www.roundrockisd.org/index.aspx?page=3904,483808012358,30.49369,-97.750725,https://www.greatschools.org/texas/austin/19534-Elsa-England-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=19534&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=19534&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/19534,4,870,Round Rock Independent School District,4838080,10
102,25268,Emergent Academy,private,"1-5, 7-8",30,Austin,TX,"1044 Liberty Park Drive, 
Austin, TX  78746",(512) 358-1672,,http://www.emergentacademy.org/,,30.266872,-97.78992,https://www.greatschools.org/texas/austin/25268-Emergent-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25268&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25268&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/25268,,,,,
103,25447,Excel Center Lockhart,charter,9-12,,Austin,TX,"1015 Norwood Park Boulevard, 
Austin, TX  78753",(512) 531-5500,(512) 339-5299,,,30.339088,-97.69408,https://www.greatschools.org/texas/austin/25447-Excel-Center-Lockhart/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=25447&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=25447&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/25447,,1447,The Excel Center,,
104,5872,Forest North Elementary School,public,PK-5,411,Austin,TX,"13414 Broadmeade Avenue, 
Austin, TX  78729",(512) 464-6750,(512) 464-6794,schools.roundrockisd.org/forestnorth/,483808004250,30.470728,-97.78183,https://www.greatschools.org/texas/austin/5872-Forest-North-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=5872&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=5872&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/5872,4,870,Round Rock Independent School District,4838080,5
105,19876,Four Points Middle School,public,6-8,678,Austin,TX,"9700 McNeil Drive, 
Austin, TX  78750",(512) 570-3700,(512) 570-3705,http://fpms.leanderisd.org/,482703012381,30.3975,-97.829254,https://www.greatschools.org/texas/austin/19876-Four-Points-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=19876&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=19876&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/19876,5,596,Leander Independent School District,4827030,9
106,542,Fulmore Middle School,public,6-8,952,Austin,TX,"201 East Mary Street, 
Austin, TX  78704",(512) 414-3207,(512) 441-3129,http://www.fulmoremiddleschool.org/,480894000315,30.243927,-97.750465,https://www.greatschools.org/texas/austin/542-Fulmore-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=542&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=542&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/542,4,115,Austin Independent School District,4808940,5
107,24777,Fusion Academy Austin,private,6-12,55,Austin,TX,"4701 Bee Caves Road, 
Austin, TX  78746",(512) 330-0188,,,,30.28804,-97.81678,https://www.greatschools.org/texas/austin/24777-Fusion-Academy-Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24777&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24777&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24777,,,,,
108,614,Galindo Elementary School,public,PK-5,591,Austin,TX,"3800 South 2nd Street, 
Austin, TX  78704",(512) 414-1756,(512) 414-0448,https://www.austinisd.org/schools/galindo,480894006509,30.229517,-97.7719,https://www.greatschools.org/texas/austin/614-Galindo-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=614&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=614&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/614,3,115,Austin Independent School District,4808940,3
109,24939,Garcia Ymla,public,6-8,391,Austin,TX,"7414 Johnny Morris Road, 
Austin, TX  78724",(512) 841-9400,(512) 841-9401,,,30.311398,-97.64303,https://www.greatschools.org/texas/austin/24939-Garcia-Ymla/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24939&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24939&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/24939,,115,Austin Independent School District,4808940,3
110,618,Garza Independence High School,public,9-12,190,Austin,TX,"1600 Chicon Street, 
Austin, TX  78702",(512) 414-8600,(512) 414-8615,,480894008060,30.277237,-97.72139,https://www.greatschools.org/texas/austin/618-Garza-Independence-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=618&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=618&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/618,5,115,Austin Independent School District,4808940,
111,9366,George M Kometzky School,charter,K-12,56,Austin,TX,"2200 East 6th Street, 
Austin, TX  78702",(512) 791-2270,(512) 232-9177,www.utcharter.org,480007109072,30.260305,-97.71761,https://www.greatschools.org/texas/austin/9366-George-M-Kometzky-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9366&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9366&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9366,,70,University Of Texas University Charter School,4800071,
112,11996,Girls' School Of Austin,private,K-8,150,Austin,TX,"2007 McCall Road, 
Austin, TX  78703",(512) 478-7827,(512) 478-5456,http://www.thegirlsschool.org,A0503406,30.292788,-97.76355,https://www.greatschools.org/texas/austin/11996-Girls'-School-Of-Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11996&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11996&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/11996,4,,,,
113,10746,Gorzycki Middle School,public,6-8,1330,Austin,TX,"7412 West Slaughter Lane, 
Austin, TX  78749",(512) 841-8600,(512) 841-8601,http://www.gmstigers.com/,480894011059,30.214663,-97.89199,https://www.greatschools.org/texas/austin/10746-Gorzycki-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10746&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10746&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/10746,3,115,Austin Independent School District,4808940,9
114,543,Govalle Elementary School,public,PK-5,547,Austin,TX,"3601 Del Valle Street, 
Austin, TX  78617",(512) 414-2078,(512) 926-4820,,480894000316,30.210512,-97.65354,https://www.greatschools.org/texas/austin/543-Govalle-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=543&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=543&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/543,4,115,Austin Independent School District,4808940,1
115,544,Graham Elementary School,public,PK-5,768,Austin,TX,"11211 Tom Adams Drive, 
Austin, TX  78753",(512) 414-2395,(512) 835-4562,https://www.austinisd.org/schools/graham,480894000317,30.37236,-97.66886,https://www.greatschools.org/texas/austin/544-Graham-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=544&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=544&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/544,4,115,Austin Independent School District,4808940,8
116,11938,Grandview Hills Elementary School,public,PK-5,478,Austin,TX,"12024 Vista Parke Drive, 
Austin, TX  78726",(512) 570-6800,(512) 570-6805,http://grandviewhills.leanderisd.org/,482703011434,30.415436,-97.85333,https://www.greatschools.org/texas/austin/11938-Grandview-Hills-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11938&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11938&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/11938,4,596,Leander Independent School District,4827030,6
117,24371,Greater Calvary Academy,private,K-6,11,Austin,TX,"6510 Berkman Drive, 
Austin, TX  78723",(512) 454-6170,,,A1102167,30.319225,-97.69028,https://www.greatschools.org/texas/austin/24371-Greater-Calvary-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24371&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24371&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24371,,,,,
118,11581,Griffin School,private,9-12,100,Austin,TX,"5001 Evans Ave., 
Austin, TX  78751",(512) 454-5797,(512) 454-5798,http://www.griffinschool.org/,A0303144,30.312716,-97.71971,https://www.greatschools.org/texas/austin/11581-Griffin-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=11581&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=11581&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/11581,5,,,,
119,10789,Guerrero Thompson,public,PK-5,690,Austin,TX,"102 East Rundberg Lane, 
Austin, TX  78753",(512) 414-8400,(512) 414-8401,,480894011063,30.363888,-97.691666,https://www.greatschools.org/texas/austin/10789-Guerrero-Thompson/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10789&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10789&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/10789,,115,Austin Independent School District,4808940,7
120,545,Gullett Elementary School,public,PK-5,557,Austin,TX,"6310 Treadwell Boulevard, 
Austin, TX  78757",(512) 414-2082,(512) 451-2036,,480894000318,30.343542,-97.74867,https://www.greatschools.org/texas/austin/545-Gullett-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=545&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=545&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/545,4,115,Austin Independent School District,4808940,10
121,19893,Harmony School of Excellence - Austin,charter,K-12,588,Austin,TX,"2100 East Saint Elmo Road, 
Austin, TX  78744",(512) 693-0000,(581) 693-0008,www.hseaustin.org,480024112424,30.210432,-97.746735,https://www.greatschools.org/texas/austin/19893-Harmony-School-Of-Excellence---Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=19893&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=19893&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/19893,4,1276,Harmony Science Academy (Austin),4800241,4
122,24798,Harmony School of Innovation,charter,K-5,468,Austin,TX,"2124 East Saint Elmo Road, 
Austin, TX  78744",(512) 330-0895,(512) 330-4225,www.hsiaustin.org,,30.21006,-97.74532,https://www.greatschools.org/texas/austin/24798-Harmony-School-Of-Innovation/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24798&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24798&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/24798,,1276,Harmony Science Academy (Austin),4800241,6
123,20112,Harmony School of Political Science and Communication - Austin,charter,PK-12,816,Austin,TX,"13415 North FM 620, 
Austin, TX  78717",(512) 284-9880,(512) 284-9632,www.hspaustin.org,480024112787,30.470375,-97.786705,https://www.greatschools.org/texas/austin/20112-Harmony-School-Of-Political-Science-And-Communication---Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20112&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20112&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20112,3,1276,Harmony Science Academy (Austin),4800241,7
124,20397,Harmony School of Science - Austin,charter,K-5,546,Austin,TX,"11800 Stonehollow Drive, 
Austin, TX  78758",(512) 821-1700,(512) 821-1702,www.hssaustin.org,480024112574,30.400635,-97.70883,https://www.greatschools.org/texas/austin/20397-Harmony-School-Of-Science---Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=20397&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=20397&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/20397,2,1276,Harmony Science Academy (Austin),4800241,4
125,9423,Harmony Science Academy - Austin,charter,PK-12,403,Austin,TX,"930 East Rundberg Lane, 
Austin, TX  78753",(512) 835-7900,(512) 835-7901,www.hsaaustin.org,480024109409,30.357164,-97.684784,https://www.greatschools.org/texas/austin/9423-Harmony-Science-Academy---Austin/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=9423&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=9423&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/9423,3,1276,Harmony Science Academy (Austin),4800241,5
126,546,Harris Elementary School,public,PK-6,667,Austin,TX,"1711 Wheless Lane, 
Austin, TX  78723",(512) 414-2085,(512) 929-7347,http://harriselem.tx.aie.schoolinsites.com/,480894000319,30.314829,-97.690765,https://www.greatschools.org/texas/austin/546-Harris-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=546&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=546&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/546,3,115,Austin Independent School District,4808940,4
127,619,Hart Elementary School,public,PK-5,717,Austin,TX,"8301 Furness Drive, 
Austin, TX  78753",(512) 841-2100,(512) 841-2190,https://www.austinisd.org/schools/hart,480894008061,30.342451,-97.68871,https://www.greatschools.org/texas/austin/619-Hart-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=619&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=619&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/619,3,115,Austin Independent School District,4808940,7
128,10669,Headwaters School,private,PK-12,542,Austin,TX,"801 Rio Grande Street, 
Austin, TX  78701",(512) 480-8142,(512) 480-0278,http://www.headwaters.org,A0503492,30.27195,-97.74842,https://www.greatschools.org/texas/austin/10669-Headwaters-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10669&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10669&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/10669,5,,,,
129,18838,Helping Hand,charter,K-7,20,Austin,TX,"3804 Avenue B, 
Austin, TX  78751",(512) 751-4534,(512) 232-9177,www.utcharter.org,480007112104,30.302364,-97.73645,https://www.greatschools.org/texas/austin/18838-Helping-Hand/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=18838&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=18838&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/18838,,70,University Of Texas University Charter School,4800071,
130,547,Highland Park Elementary School,public,PK-5,640,Austin,TX,"4900 Fairview Drive, 
Austin, TX  78731",(512) 414-2090,(512) 414-2626,http://www.austinisd.org/,480894000320,30.330692,-97.76005,https://www.greatschools.org/texas/austin/547-Highland-Park-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=547&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=547&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/547,4,115,Austin Independent School District,4808940,9
131,8055,Hill Country Christian School,private,PK-12,619,Austin,TX,"12124 Ranch Rd 620 N, 
Austin, TX  78750",(512) 331-7036,(512) 257-4190,http://www.hillcountrychristianschool.org,A9703332,30.461445,-97.81817,https://www.greatschools.org/texas/austin/8055-Hill-Country-Christian-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=8055&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=8055&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/8055,4,,,,
132,2203,Hill Country Middle School,public,6-8,1001,Austin,TX,"1300 Walsh Tarlton Lane, 
Austin, TX  78746",(512) 732-9220,(512) 732-9229,http://hcms.eanesisd.net/,481776001548,30.27101,-97.80366,https://www.greatschools.org/texas/austin/2203-Hill-Country-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2203&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2203&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2203,4,342,Eanes Independent School District,4817760,10
133,548,Hill Elementary School,public,PK-5,890,Austin,TX,"8601 Tallwood Drive, 
Austin, TX  78759",(512) 414-2369,(512) 841-8105,http://www.hillelementary.com/,480894000321,30.376625,-97.74854,https://www.greatschools.org/texas/austin/548-Hill-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=548&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=548&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/548,4,115,Austin Independent School District,4808940,8
134,2034,Hillcrest Elementary School,public,PK-5,664,Austin,TX,"6910 East William Cannon Drive, 
Austin, TX  78744",(512) 386-3550,(512) 386-3555,www.dvisd.net,481662005695,30.16541,-97.729095,https://www.greatschools.org/texas/austin/2034-Hillcrest-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2034&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2034&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2034,4,315,Del Valle Independent School District,4816620,2
135,10514,Holy Family Catholic School,private,PK-8,560,Austin,TX,"9400 Neenah Avenue, 
Austin, TX  78717",(512) 246-4455,(512) 246-4454,http://www.holyfamilycs.org/,A0109405,30.489832,-97.76092,https://www.greatschools.org/texas/austin/10514-Holy-Family-Catholic-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=10514&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=10514&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/10514,4,,,,
136,7545,Holy Word Christian Academy,private,K-8,8,Austin,TX,"10601 Bluff Bend Drive, 
Austin, TX  78753",(512) 836-0660,,,01328029,30.3685,-97.675385,https://www.greatschools.org/texas/austin/7545-Holy-Word-Christian-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7545&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7545&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7545,5,,,,
137,24378,Hope Children's Center,private,K,,Austin,TX,"11512 Olson Drive, 
Austin, TX  78750",(512) 258-0101,,http://www.hopechildrenscenter.com/,BB122230,30.445484,-97.806114,https://www.greatschools.org/texas/austin/24378-Hope-Children's-Center/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=24378&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=24378&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/24378,,,,,
138,7492,Hope Lutheran School,private,K-7,,Austin,TX,"6414 N Hampton Dr, 
Austin, TX  78723",(512) 926-0003,(512) 926-0708,,01326757,30.31469,-97.6811,https://www.greatschools.org/texas/austin/7492-Hope-Lutheran-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=7492&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=7492&s_cid=gsapi,https://www.greatschools.org/cgi-bin/TX/otherprivate/7492,4,,,,
139,2036,Hornsby-Dunlap Elementary School,public,PK-5,646,Austin,TX,"13901 North FM 620, 
Austin, TX  78717",(512) 386-3650,(512) 386-3655,www.dvisd.net,481662006534,30.475092,-97.7674,https://www.greatschools.org/texas/austin/2036-Hornsby-Dunlap-Elementary-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=TX&id=2036&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=TX&id=2036&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/TX/2036,3,315,Del Valle Independent School District,4816620,3
